epoch,step,loss,avg_loss
1,10,2.001727819442749,3.126408410072327
1,20,1.8116947412490845,3.462210786342621
1,30,2.295494556427002,2.755557656288147
1,40,3.1974472999572754,2.444415545463562
1,50,2.946570634841919,2.2437537550926208
1,60,3.0333571434020996,2.088935172557831
1,70,1.8607311248779297,1.8811523556709289
1,80,1.9203253984451294,1.5324087977409362
1,90,1.4110409021377563,2.023374307155609
1,100,1.4699918031692505,2.0642479062080383
1,110,1.6605926752090454,1.4960449159145355
1,120,0.9980971217155457,1.5466864705085754
1,130,2.4544200897216797,1.4298696875572205
1,140,0.529862642288208,1.3723154842853547
1,150,1.6377406120300293,1.329531544446945
1,160,1.558211088180542,1.3888289988040925
1,170,1.0620999336242676,1.5056350588798524
1,180,1.2265868186950684,1.4821142971515655
1,190,2.4920246601104736,1.511504602432251
1,200,1.5391077995300293,1.3636960566043854
1,210,1.4893639087677002,1.4921314060688018
1,220,0.6649707555770874,1.2191369771957397
1,230,0.8642675280570984,1.466217827796936
1,240,0.5779231786727905,1.1610978424549103
1,250,1.7655980587005615,1.0852673828601838
1,260,0.7445101141929626,0.9860800951719284
1,270,1.359333872795105,1.4623561024665832
1,280,0.39106878638267517,0.8113759964704513
1,290,1.7023106813430786,0.9765973776578903
1,300,1.0329782962799072,1.0093424677848817
1,310,0.7844594120979309,1.1592831432819366
1,320,1.3449318408966064,1.3962049424648284
1,330,1.2605669498443604,0.8730026826262474
1,340,0.6159319877624512,1.2111813008785248
1,350,0.5165167450904846,1.2676151096820831
1,360,3.0016467571258545,1.1862975716590882
1,370,0.24323470890522003,1.1468287900090217
1,380,1.6966187953948975,1.0724628746509552
1,390,1.5458550453186035,1.2881072357296943
1,400,0.7679415345191956,1.2120585322380066
1,410,1.1086342334747314,1.0957894772291183
1,420,1.5410881042480469,1.065376764535904
1,430,0.1632227897644043,0.8872567772865295
1,440,0.3415410816669464,0.8407558083534241
1,450,1.3239938020706177,0.8186903148889542
1,460,0.7769904136657715,1.0140232622623444
1,470,1.1022911071777344,0.8404927909374237
1,480,0.9144724011421204,0.8954873919487
1,490,1.133022665977478,0.8942900866270065
1,500,0.7683101296424866,1.1072261452674865
1,510,0.7074245810508728,0.86366485953331
1,520,1.0078672170639038,1.1840819358825683
1,530,1.2838047742843628,0.859663000702858
1,540,0.400788813829422,0.8791260719299316
1,550,1.1376832723617554,1.0134211778640747
1,560,1.0444146394729614,0.9771120205521584
1,570,0.5699971914291382,0.7641529887914658
1,580,0.6520707011222839,0.948051592707634
1,590,0.4143950641155243,0.9194722563028336
1,600,0.5438368320465088,0.8356320410966873
1,610,1.0655139684677124,0.8907656818628311
1,620,1.1519925594329834,0.983790934085846
1,630,0.5732391476631165,0.7666436016559601
1,640,2.07566499710083,0.9028412073850631
1,650,1.1354953050613403,0.992476013302803
1,660,1.7526123523712158,1.010546115040779
1,670,0.6412755846977234,0.9185696572065354
1,680,0.27523335814476013,0.9391713351011276
1,690,0.9157021045684814,0.808310467004776
1,700,0.4361315965652466,0.8844712227582932
1,710,1.4499191045761108,1.0113727912306785
1,720,0.436847448348999,0.7999455451965332
1,730,0.5513567328453064,0.897175757586956
1,740,0.7487631440162659,0.7526980221271515
1,750,0.8879125118255615,0.9185494363307953
1,760,0.9455100297927856,0.8773266568779945
1,770,1.1804249286651611,0.9621789336204529
1,780,0.34409481287002563,0.6218211308121682
1,790,0.6870836615562439,0.7225168168544769
1,800,0.718464195728302,0.8861446499824523
1,810,0.8751323819160461,0.8003323078155518
1,820,1.1730233430862427,0.8037722796201706
1,830,0.4520359933376312,0.5359912574291229
1,840,0.6582967042922974,0.6464034646749497
1,850,0.6888089776039124,0.5795255303382874
1,860,0.3630232512950897,0.6958969205617904
1,870,1.1524757146835327,0.8695773988962173
1,880,0.5797959566116333,0.6863745033740998
1,890,0.5434404611587524,0.7581874400377273
1,900,0.30251428484916687,0.6636891484260559
1,910,0.8558583855628967,0.5892373591661453
1,920,0.6625410318374634,0.8665150940418244
1,930,0.30669692158699036,0.6268577978014946
1,940,0.4332067668437958,0.9354279935359955
1,950,1.0960575342178345,0.8366918385028839
1,960,0.569738507270813,0.6770589739084244
1,970,0.9600247740745544,0.6167556941509247
1,980,0.3164846897125244,0.7102867051959038
1,990,0.9011693596839905,0.6074895858764648
1,1000,0.26621219515800476,0.6524343758821487
1,1010,0.41030287742614746,0.5960313603281975
1,1020,0.3970484733581543,0.7793328315019608
